chr,start,end,id,motif_start,motif_end,motif_pvalue,motif_strand,#motifs,occupancy_score,annotation,mid_position
chr18,24359731,24360139,609380,24359889,24359908,3.09e-07,+,1,677,Intron,24359898
chr18,24487449,24487967,609411,24487834,24487853,3.39e-07,+,1,725,Distal,24487843
chr18,24488901,24489496,609413,24489075,24489094,1.53e-06,-,1,659,Distal,24489084
chr18,24514369,24514745,609418,24514540,24514559,1.12e-05,+,1,648,Distal,24514549
chr18,24543812,24544415,609424,24544238,24544257,3.03e-06,+,1,617,Distal,24544247
chr18,24600083,24600400,609440,24600245,24600264,3.29e-05,+,1,660,Distal,24600254
chr18,24726715,24727006,609461,24726875,24726894,2.23e-07,-,1,732,Distal,24726884
chr18,25832038,25832383,609690,25832206,25832225,7.69e-06,-,1,722,Distal,25832215
chr18,25896114,25896646,609704,25896379,25896398,7.69e-06,+,2,718,Distal,25896388
chr18,25921605,25921917,609710,25921749,25921768,1.1e-05,+,1,670,Distal,25921758
chr18,26307213,26307514,609796,26307367,26307386,1.64e-06,+,1,674,Intron,26307376
chr18,26383733,26384086,609813,26383871,26383890,6.48e-09,+,1,696,Intron,26383880
chr18,26405238,26405722,609818,26405572,26405591,1.2e-05,+,1,617,Distal,26405581
chr18,26468878,26469418,609842,N,N,N,N,N,653,Intron,26469148
chr18,26621421,26621815,609889,26621615,26621634,1.29e-05,+,1,676,Intron,26621624
chr18,26649720,26650101,609892,26649891,26649910,1.91e-07,-,2,744,Distal,26649900
chr18,27017969,27018232,609965,N,N,N,N,N,619,Intron,27018100
chr18,27599213,27599620,610045,27599393,27599412,1.95e-06,-,1,734,Distal,27599402
chr18,27605265,27605545,610046,27605409,27605428,3.69e-08,+,1,721,Distal,27605418
chr18,27685743,27686256,610059,27686005,27686024,1.27e-07,+,1,647,Distal,27686014
chr18,27750033,27750407,610066,27750237,27750256,2.17e-06,-,1,624,Distal,27750246
chr18,28189318,28189738,610126,28189592,28189611,2.97e-06,-,1,657,Distal,28189601
chr18,28961688,28962100,610206,28961810,28961829,2.17e-06,+,1,637,Distal,28961819
chr18,29874524,29874937,610285,29874697,29874716,5.25e-07,+,1,632,Distal,29874706
chr18,30280869,30281200,610332,30281052,30281071,1.01e-06,-,1,646,Distal,30281061
chr18,31424424,31424780,610482,31424568,31424587,2.56e-05,+,1,680,Intron,31424577
chr18,31555920,31556345,610520,31556065,31556084,1.18e-08,+,1,703,Promoter,31556074
chr18,31722416,31722730,610566,31722548,31722567,2.79e-07,-,2,750,Distal,31722557
chr18,31740960,31741506,610574,31741334,31741353,6.34e-08,+,1,729,Distal,31741343
chr18,31819465,31819955,610592,31819807,31819826,3.43e-08,-,1,702,Distal,31819816
chr18,31956916,31957275,610616,N,N,N,N,N,708,Distal,31957095
chr18,31977323,31977673,610620,31977459,31977478,5.25e-07,-,1,682,Distal,31977468
chr18,32158029,32158380,610660,32158198,32158217,9.47e-08,+,1,750,Distal,32158207
chr18,32271516,32272265,610682,32271880,32271899,2.26e-06,+,1,704,Intron,32271889
chr18,32289538,32289860,610690,32289682,32289701,4.25e-07,+,1,712,Intron,32289691
chr18,32470906,32471326,610736,N,N,N,N,N,674,Promoter,32471116
chr18,32549294,32549575,610749,32549434,32549453,4.44e-07,-,3,683,Distal,32549443
chr18,32552469,32552752,610752,32552615,32552634,7.96e-06,-,2,724,Distal,32552624
chr18,32714567,32714879,610774,32714728,32714747,2.83e-05,+,1,704,Intron,32714737
chr18,32930651,32931051,610823,32930891,32930910,1.62e-05,-,1,624,Distal,32930900
chr18,33210615,33210910,610851,33210774,33210793,1.01e-08,+,1,629,Intron,33210783
chr18,33232080,33232425,610856,33232206,33232225,7.18e-07,+,1,733,Intron,33232215
chr18,33839479,33839805,610932,33839636,33839655,5.61e-07,+,1,653,Distal,33839645
chr18,34122718,34123053,610959,34122933,34122952,8.43e-07,+,2,704,Intron,34122942
chr18,34322649,34323053,610988,34322873,34322892,8.38e-06,-,2,661,Distal,34322882
chr18,34661550,34662056,611045,34661674,34661693,7.18e-07,+,1,727,Distal,34661683
chr18,34729246,34729606,611059,34729452,34729471,1.39e-05,+,1,660,Distal,34729461
chr18,34787860,34788273,611073,34788127,34788146,2.33e-07,-,1,681,Distal,34788136
chr18,35005909,35006313,611135,35006164,35006183,1.8e-06,+,1,676,Intron,35006173
chr18,35143992,35144317,611177,35144153,35144172,1.3e-06,-,1,726,Distal,35144162
chr18,35231022,35231376,611193,35231145,35231164,1.79e-08,+,1,753,Distal,35231154
chr18,35355067,35355390,611226,35355238,35355257,6.59e-07,-,1,717,Distal,35355247
chr18,35386560,35386924,611233,35386687,35386706,8.08e-07,+,1,755,Distal,35386696
chr18,35407924,35408436,611238,35408055,35408074,2.59e-07,+,2,732,Distal,35408064
chr18,35756472,35756867,611335,35756687,35756706,2.29e-08,+,1,734,Distal,35756696
chr18,35950144,35950725,611383,35950562,35950581,6.74e-07,-,3,755,Distal,35950571
chr18,36017390,36018019,611403,36017856,36017875,8.41e-08,+,2,703,Intron,36017865
chr18,36095972,36096286,611419,36096101,36096120,4.03e-06,+,1,620,Distal,36096110
chr18,36284700,36285048,611466,36284873,36284892,1.27e-06,-,2,722,Distal,36284882
chr18,36572155,36572612,611563,36572428,36572447,1.35e-06,-,1,678,Intron,36572437
chr18,36688085,36688449,611592,36688211,36688230,2.94e-05,+,1,740,Intron,36688220
chr18,36757130,36757461,611616,36757302,36757321,2.13e-06,-,1,670,Intron,36757311
chr18,36809562,36809891,611627,36809748,36809767,2.66e-08,-,1,728,Intron,36809757
chr18,36828978,36829600,611636,36829225,36829244,1.24e-05,-,2,673,Promoter,36829234
chr18,36942283,36942675,611652,36942447,36942466,4.2e-05,+,1,647,Intron,36942456
chr18,37322469,37322848,611724,37322606,37322625,3.9e-05,+,2,729,Intron,37322615
chr18,37343323,37343806,611730,37343467,37343486,3.48e-08,+,1,730,Intron,37343476
chr18,37385620,37386505,611738,37386024,37386043,7.25e-08,+,2,653,Intron,37386033
chr18,37444763,37445085,611753,37444895,37444914,2.81e-06,+,1,628,Intron,37444904
chr18,37476186,37476523,611765,37476379,37476398,2.19e-08,-,3,670,Intron,37476388
chr18,37537880,37538195,611781,37538049,37538068,5.75e-10,-,1,733,Intron,37538058
chr18,37578945,37579627,611797,N,N,N,N,N,632,Distal,37579286
chr18,37778501,37778909,611836,37778696,37778715,1.21e-08,+,1,722,Distal,37778705
chr18,41391666,41391978,612202,N,N,N,N,N,633,Distal,41391822
chr18,41745367,41745768,612226,41745627,41745646,5.14e-06,-,2,656,Distal,41745636
chr18,41906627,41907015,612254,41906855,41906874,2.59e-07,-,2,670,Distal,41906864
chr18,42028299,42028619,612277,42028416,42028435,2.85e-07,+,1,702,Intron,42028425
chr18,42053214,42053541,612284,42053366,42053385,4.11e-07,+,1,704,Intron,42053375
chr18,42114353,42114675,612291,42114514,42114533,9.97e-08,+,1,739,Distal,42114523
chr18,42298770,42299103,612321,42298929,42298948,2.39e-08,+,1,737,Intron,42298938
chr18,42596187,42596594,612357,42596379,42596398,1.05e-06,+,1,679,Intron,42596388
chr18,43271819,43272198,612429,43272016,43272035,2.21e-06,-,1,662,Intron,43272025
chr18,43570991,43571624,612467,43571262,43571281,2.39e-07,+,1,691,Distal,43571271
chr18,43587525,43587916,612469,43587739,43587758,5.67e-07,-,2,678,Distal,43587748
chr18,43620914,43621285,612481,43621121,43621140,2.76e-06,+,1,622,Distal,43621130
chr18,44130411,44130775,612533,44130536,44130555,4.81e-07,+,1,682,Distal,44130545
chr18,44579007,44579358,612590,N,N,N,N,N,654,Distal,44579182
chr18,44678914,44679541,612609,N,N,N,N,N,684,Promoter,44679227
chr18,45212750,45213076,612775,45212909,45212928,1.27e-07,-,1,758,Promoter,45212918
chr18,45275374,45275876,612780,45275703,45275722,2.85e-07,+,1,666,Intron,45275712
chr18,45384431,45384775,612809,45384588,45384607,7.87e-08,-,2,699,Intron,45384597
chr18,45620908,45621347,612860,45621151,45621170,3.63e-07,+,2,749,Intron,45621160
chr18,45665071,45665529,612872,45665288,45665307,3.23e-06,+,1,750,Intron,45665297
chr18,45691307,45691581,612882,45691442,45691461,1.95e-07,+,1,742,Distal,45691451
chr18,45722863,45723216,612889,45723079,45723098,1.31e-06,+,1,722,Promoter,45723088
chr18,45839401,45839748,612928,45839611,45839630,2.01e-06,-,1,644,Intron,45839620
chr18,45879882,45880552,612939,45880131,45880150,5.29e-09,-,2,761,Exon,45880140
chr18,45910354,45910753,612944,45910593,45910612,3.67e-07,-,1,729,Exon,45910602
chr18,45974006,45974404,612962,45974259,45974278,6.78e-08,-,2,711,Distal,45974268
chr18,46073777,46074092,612985,46073924,46073943,8.88e-07,-,1,692,Promoter,46073933
chr18,46148556,46149139,612996,46148925,46148944,1.11e-08,+,1,715,Distal,46148934
chr18,46173345,46174083,613005,46173492,46173511,2.78e-08,+,2,760,Promoter,46173501
chr18,46281209,46281765,613031,46281339,46281358,1.83e-05,+,3,746,Distal,46281348
chr18,46481055,46481649,613088,N,N,N,N,N,717,Intron,46481352
chr18,46555679,46556083,613106,46555913,46555932,3.39e-07,+,1,634,Intron,46555922
chr18,46658207,46658601,613120,46658459,46658478,1.02e-07,-,2,755,Promoter,46658468
chr18,46950090,46950437,613190,46950240,46950259,8.9e-06,+,1,619,Intron,46950249
chr18,47036274,47036631,613199,47036473,47036492,1.5e-06,-,1,634,Promoter,47036482
chr18,47050424,47050966,613201,47050567,47050586,1.05e-05,+,2,676,Intron,47050576
chr18,47100228,47100594,613209,47100409,47100428,1.16e-06,+,1,726,Intron,47100418
chr18,47204928,47205258,613229,47205099,47205118,7.65e-08,-,2,731,Distal,47205108
chr18,47215562,47215895,613230,47215726,47215745,7.9e-06,+,1,678,Intron,47215735
chr18,47283548,47284091,613247,47283678,47283697,5.73e-07,-,2,633,Distal,47283687
chr18,47749186,47749644,613333,47749344,47749363,7.54e-09,-,2,755,Distal,47749353
chr18,47754501,47754902,613334,47754720,47754739,8.07e-09,-,2,698,Distal,47754729
chr18,47756372,47756727,613335,47756569,47756588,7.87e-08,-,1,737,Distal,47756578
chr18,47772679,47773003,613338,47772811,47772830,2.1e-07,+,2,740,Distal,47772820
chr18,47997351,47997822,613398,47997689,47997708,7.18e-07,-,1,631,Distal,47997698
chr18,48007952,48008795,613401,48008311,48008330,5.92e-07,+,3,658,Distal,48008320
chr18,48022607,48023019,613404,48022828,48022847,4.98e-08,-,1,691,Distal,48022837
chr18,48023804,48024147,613405,48023969,48023988,8.34e-07,+,1,622,Distal,48023978
chr18,48031041,48031325,613408,48031180,48031199,4.7e-06,+,2,721,Intron,48031189
chr18,48230463,48230840,613486,48230670,48230689,1.85e-05,+,1,698,Distal,48230679
chr18,48412342,48412687,613536,N,N,N,N,N,710,Distal,48412514
chr18,48445465,48445843,613544,48445648,48445667,5.31e-07,+,1,747,Distal,48445657
chr18,48446652,48446955,613545,48446780,48446799,1.32e-08,-,1,735,Distal,48446789
chr18,48465250,48465960,613549,48465395,48465414,5.79e-08,-,1,670,Distal,48465404
chr18,48475847,48476208,613553,48476062,48476081,1.69e-05,+,1,735,Distal,48476071
chr18,48664291,48664597,613602,48664433,48664452,2.05e-06,-,2,750,Intron,48664442
chr18,48675284,48675608,613606,48675409,48675428,1.09e-07,+,2,751,Intron,48675418
chr18,48676800,48677096,613607,48676951,48676970,2.92e-07,+,1,732,Intron,48676960
chr18,48711797,48712217,613612,48712071,48712090,8.9e-06,+,1,645,Intron,48712080
chr18,48776964,48777376,613636,48777243,48777262,1.04e-08,+,2,744,Intron,48777252
chr18,49021828,49022188,613741,49021993,49022012,2.41e-06,+,1,687,Distal,49022002
chr18,49041945,49042603,613747,49042094,49042113,2.07e-06,-,1,710,Distal,49042103
chr18,49178759,49179111,613786,49178956,49178975,1.51e-06,-,1,670,Intron,49178965
chr18,49238492,49238813,613793,N,N,N,N,N,665,Intron,49238652
chr18,49250869,49251241,613798,49251030,49251049,3e-06,+,3,628,Intron,49251039
chr18,49415413,49415788,613825,49415556,49415575,5.01e-06,-,1,629,Intron,49415565
chr18,49447717,49448167,613835,49448006,49448025,2.94e-06,-,1,694,Intron,49448015
chr18,49510678,49510969,613851,49510819,49510838,2.33e-08,+,1,744,Distal,49510828
chr18,49728535,49728910,613918,49728747,49728766,1.68e-06,-,1,678,Distal,49728756
chr18,49767987,49768354,613931,49768196,49768215,1.92e-05,-,2,664,Distal,49768205
chr18,49858768,49859089,613949,49858913,49858932,2.15e-07,-,3,752,Intron,49858922
chr18,50009770,50010137,613981,50009961,50009980,3.88e-07,+,2,678,Intron,50009970
chr18,50203982,50204318,614032,50204145,50204164,2.51e-06,-,1,703,Distal,50204154
chr18,50218763,50219193,614035,50218958,50218977,1.4e-07,+,1,634,Distal,50218967
chr18,50268397,50268780,614045,50268611,50268630,1.47e-07,-,1,655,Distal,50268620
chr18,50287446,50288088,614049,50287764,50287783,2e-05,+,1,664,Promoter,50287773
chr18,50784678,50785097,614150,50784932,50784951,2.65e-06,-,1,677,Distal,50784941
chr18,50819893,50820207,614157,50820071,50820090,4.16e-07,+,1,762,Distal,50820080
chr18,51051085,51051466,614207,51051297,51051316,2.03e-06,-,1,723,Intron,51051306
chr18,51110385,51110658,614212,51110495,51110514,5.19e-06,+,1,745,Distal,51110504
chr18,51278061,51278454,614250,51278222,51278241,5.14e-07,+,2,675,Distal,51278231
chr18,51384259,51384766,614268,51384634,51384653,4.46e-06,-,1,653,Distal,51384643
chr18,51621160,51621507,614317,51621466,51621485,1.87e-05,-,2,706,Distal,51621475
chr18,52288424,52288878,614404,52288584,52288603,2.32e-06,-,1,645,Distal,52288593
chr18,53567979,53568369,614535,53568132,53568151,2.51e-06,+,1,647,Promoter,53568141
chr18,54119489,54120251,614594,54119639,54119658,1.33e-06,-,1,710,Distal,54119648
chr18,54127816,54128129,614596,54127965,54127984,6.94e-06,-,1,670,Distal,54127974
chr18,54270024,54270859,614636,54270504,54270523,1.46e-05,-,2,635,Promoter,54270513
chr18,54357552,54358031,614654,54357791,54357810,8.34e-07,+,1,667,Promoter,54357800
chr18,54392553,54392944,614665,54392733,54392752,1.33e-06,+,1,714,Distal,54392742
chr18,54444356,54444658,614673,54444501,54444520,1.94e-05,+,1,704,Distal,54444510
chr18,54559015,54559319,614693,54559179,54559198,5.98e-05,+,1,662,Distal,54559188
chr18,54679543,54679913,614716,54679748,54679767,1.42e-05,+,2,631,Distal,54679757
chr18,54983113,54983451,614782,54983257,54983276,8.41e-08,-,1,680,Distal,54983266
chr18,55234651,55234975,614824,55234799,55234818,3.14e-06,+,1,740,Intron,55234808
chr18,55384509,55384879,614867,55384729,55384748,1.36e-08,+,1,656,Intron,55384738
chr18,55415307,55415606,614875,55415455,55415474,4.09e-08,+,1,748,Intron,55415464
chr18,56576065,56576414,615097,56576250,56576269,1e-05,-,1,649,Distal,56576259
chr18,56645213,56645806,615107,56645595,56645614,3.57e-05,+,1,617,Distal,56645604
chr18,56789371,56790006,615122,56789787,56789806,5.23e-05,+,1,622,Intron,56789796
chr18,56869222,56869557,615131,56869354,56869373,1.34e-05,+,1,686,Intron,56869363
chr18,57437749,57438194,615266,57438015,57438034,6.94e-05,-,2,637,Intron,57438024
chr18,57446338,57446734,615269,57446528,57446547,1.51e-06,-,1,658,Intron,57446537
chr18,57557860,57558200,615288,57558061,57558080,3.87e-10,+,2,698,Intron,57558070
chr18,57561694,57562167,615289,57562019,57562038,9.34e-08,-,1,711,Intron,57562028
chr18,57630180,57630583,615306,57630216,57630235,3.85e-06,-,2,735,Promoter,57630225
chr18,57859295,57859616,615392,N,N,N,N,N,645,Distal,57859455
chr18,57881854,57882156,615394,57881975,57881994,3.61e-06,+,1,745,Distal,57881984
chr18,57959248,57959644,615415,57959424,57959443,4.25e-07,+,1,629,Distal,57959433
chr18,58043410,58043853,615433,58043853,58043872,3.9e-05,+,2,736,Promoter,58043862
chr18,58121951,58122217,615469,58122076,58122095,9.85e-08,-,1,754,Distal,58122085
chr18,58135811,58136145,615472,58135964,58135983,2.79e-07,-,3,747,Distal,58135973
chr18,58180750,58181096,615483,58180929,58180948,1.36e-08,-,1,739,Distal,58180938
chr18,58322104,58322381,615546,58322240,58322259,4e-06,-,1,689,Intron,58322249
chr18,58400008,58400327,615570,58400161,58400180,1.57e-07,+,1,670,Exon,58400170
chr18,58493793,58494109,615599,58493972,58493991,9.53e-09,-,1,738,Intron,58493981
chr18,58529812,58530083,615613,58529923,58529942,1.03e-05,+,1,734,Intron,58529932
chr18,58764332,58764607,615689,58764463,58764482,3.17e-06,-,2,741,Distal,58764472
chr18,58768463,58768759,615690,58768595,58768614,1.45e-07,+,1,699,Distal,58768604
chr18,58781591,58781943,615693,58781732,58781751,5.08e-09,+,2,744,Distal,58781741
chr18,59057243,59057585,615787,59057387,59057406,1.03e-06,-,2,722,Distal,59057396
chr18,59070480,59070789,615790,59070608,59070627,6.66e-07,-,1,742,Distal,59070617
chr18,59084126,59084520,615792,59084353,59084372,5.19e-08,+,1,742,Distal,59084362
chr18,59249225,59249514,615829,59249368,59249387,1.79e-06,+,1,700,Distal,59249377
chr18,59308274,59308814,615846,59308657,59308676,1.28e-07,+,2,736,Intron,59308666
chr18,59402418,59402822,615864,59402703,59402722,6.33e-05,+,2,753,Distal,59402712
chr18,59459382,59459896,615874,59459546,59459565,2.23e-05,+,1,635,Intron,59459555
chr18,59631479,59631944,615925,59631759,59631778,8.08e-07,+,1,672,Intron,59631768
chr18,59697250,59697797,615943,59697427,59697446,2.92e-07,+,2,714,Promoter,59697436
chr18,59783104,59783515,615962,59783250,59783269,1.91e-06,+,1,679,Distal,59783259
chr18,59823658,59823936,615971,59823801,59823820,1.79e-05,-,1,731,Distal,59823810
chr18,59837549,59837859,615975,59837695,59837714,4.14e-08,+,1,749,Distal,59837704
chr18,59988124,59988428,616024,59988292,59988311,9.26e-07,+,1,717,Distal,59988301
chr18,59996390,59996791,616027,59996558,59996577,2.17e-07,+,1,689,Distal,59996567
chr18,60549371,60549678,616094,60549538,60549557,3.82e-05,-,1,653,Distal,60549547
chr18,60684871,60685522,616115,60685015,60685034,4.18e-06,+,1,642,Distal,60685024
chr18,61088471,61089113,616152,61088875,61088894,3.89e-06,+,1,677,Distal,61088884
chr18,61322298,61322588,616176,61322431,61322450,1.22e-06,+,1,719,Distal,61322440
chr18,61502523,61502839,616193,61502681,61502700,1.35e-06,-,1,692,Intron,61502690
chr18,61551543,61551875,616206,61551691,61551710,3.82e-05,+,1,710,Intron,61551700
chr18,61581750,61582191,616212,61582021,61582040,4.31e-10,+,2,758,Distal,61582030
chr18,61635858,61636434,616224,61635987,61636006,2.26e-06,+,1,733,Distal,61635996
chr18,61901383,61901682,616272,61901544,61901563,5.43e-07,-,1,753,Distal,61901553
chr18,62131382,62131665,616321,62131494,62131513,2.13e-08,-,1,737,Intron,62131503
chr18,62183518,62183908,616326,62183773,62183792,2.86e-06,+,1,701,Intron,62183782
chr18,62249556,62249825,616339,62249666,62249685,1.26e-08,-,2,689,Intron,62249675
chr18,62425713,62425999,616390,62425861,62425880,5.48e-06,+,1,732,Distal,62425870
chr18,62584371,62584641,616445,62584514,62584533,1.2e-06,-,1,759,Exon,62584523
chr18,62586208,62586551,616446,62586363,62586382,2.88e-07,+,1,722,Exon,62586372
chr18,62638393,62638736,616459,62638582,62638601,1.42e-07,+,1,682,Distal,62638591
chr18,62714655,62715125,616481,62714967,62714986,6.94e-06,+,3,747,Promoter,62714976
chr18,62957919,62958290,616562,62958068,62958087,2.28e-06,-,1,676,Intron,62958077
chr18,62982679,62982996,616572,62982842,62982861,1.53e-07,-,1,745,Distal,62982851
chr18,63016283,63016558,616581,63016433,63016452,2.36e-07,+,1,737,Distal,63016442
chr18,63119616,63119990,616618,63119777,63119796,3.42e-06,+,2,669,Distal,63119786
chr18,63130909,63131670,616620,63131290,63131309,3.39e-07,+,2,712,Intron,63131299
chr18,63155411,63155774,616629,63155589,63155608,2.94e-06,-,1,733,Intron,63155598
chr18,63323051,63323349,616704,63323203,63323222,3.39e-07,-,1,702,Distal,63323212
chr18,63339919,63340263,616708,63340073,63340092,1.22e-05,-,1,639,Intron,63340082
chr18,63439294,63439590,616725,63439421,63439440,4.4e-07,-,1,738,Distal,63439430
chr18,63506072,63506489,616740,63506233,63506252,1.6e-06,-,2,675,Distal,63506242
chr18,63511291,63511632,616742,63511472,63511491,1.22e-06,+,1,662,Distal,63511481
chr18,63518447,63518775,616747,63518614,63518633,5.93e-08,+,1,724,Distal,63518623
chr18,63578376,63578696,616761,63578559,63578578,1.79e-06,-,1,711,Distal,63578568
chr18,63848192,63848511,616805,63848323,63848342,4.87e-06,+,2,662,Distal,63848332
chr18,63936154,63936521,616820,63936330,63936349,4.4e-07,-,3,725,Distal,63936339
chr18,63963640,63964270,616826,63963815,63963834,9.46e-07,+,1,733,Distal,63963824
chr18,63979381,63979684,616831,63979546,63979565,1.9e-06,-,1,733,Intron,63979555
chr18,63994849,63995142,616835,63994975,63994994,1.43e-08,-,1,745,Distal,63994984
chr18,64037538,64038272,616847,64037985,64038004,5.37e-07,+,1,652,Distal,64037994
chr18,67104677,67105031,617153,67104867,67104886,9.47e-08,+,1,699,Distal,67104876
chr18,67217461,67217891,617174,67217740,67217759,3.75e-07,+,1,680,Distal,67217749
chr18,68623387,68623691,617350,68623534,68623553,1.2e-06,-,1,697,Distal,68623543
chr18,68660320,68661039,617354,68660559,68660578,2.56e-06,-,2,636,Distal,68660568
chr18,68735587,68736073,617374,N,N,N,N,N,686,Intron,68735830
chr18,70195857,70196171,617594,70196022,70196041,1.17e-06,+,1,708,Intron,70196031
chr18,70433920,70434235,617650,70434073,70434092,1.04e-08,-,2,744,Distal,70434082
chr18,70454758,70455042,617656,70454898,70454917,1.13e-07,-,1,718,Distal,70454907
chr18,70490100,70490687,617661,70490528,70490547,8.96e-10,+,1,683,Distal,70490537
chr18,70491775,70492091,617662,70491923,70491942,6.82e-09,-,1,724,Distal,70491932
chr18,70598862,70599255,617682,70599010,70599029,1.14e-09,+,2,645,Distal,70599019
chr18,70781869,70782196,617706,70782043,70782062,2.11e-06,+,1,670,Distal,70782052
chr18,70932005,70932665,617726,70932410,70932429,4.86e-07,+,1,637,Distal,70932419
chr18,72544330,72544630,617898,72544471,72544490,3.42e-06,-,1,640,Promoter,72544480
chr18,72672355,72672713,617917,72672565,72672584,2.32e-06,-,1,638,Distal,72672574
chr18,72762569,72762925,617936,72762710,72762729,1.25e-06,+,1,659,Intron,72762719
chr18,73842684,73843102,618074,73842976,73842995,4.14e-05,-,1,735,Distal,73842985
chr18,74040711,74041144,618116,74040901,74040920,4.08e-09,+,1,685,Distal,74040910
chr18,74082472,74082810,618130,74082620,74082639,1.7e-05,+,3,649,Intron,74082629
chr18,74116788,74117317,618138,74117164,74117183,8.46e-06,-,1,671,Intron,74117173
chr18,74196188,74196700,618159,74196559,74196578,3.75e-08,+,3,749,Distal,74196568
chr18,74342361,74342764,618208,74342628,74342647,1.68e-05,-,1,635,Intron,74342637
chr18,74353234,74353535,618210,74353364,74353383,2.68e-06,+,1,703,Exon,74353373
chr18,74476112,74476531,618241,N,N,N,N,N,649,Distal,74476321
chr18,74493592,74493953,618245,74493806,74493825,9.36e-07,-,1,688,Distal,74493815
chr18,74551989,74552327,618263,74552136,74552155,2.59e-07,-,1,743,Intron,74552145
chr18,74623001,74623807,618279,74623629,74623648,8.17e-07,+,2,650,Distal,74623638
chr18,74652416,74652786,618283,74652564,74652583,2.39e-07,+,1,623,Intron,74652573
chr18,74657661,74657944,618285,74657801,74657820,1.42e-06,+,1,654,Intron,74657810
chr18,74819753,74820079,618325,74819911,74819930,8.67e-06,-,2,643,Intron,74819920
chr18,74896443,74896807,618341,N,N,N,N,N,624,Intron,74896625
chr18,74963834,74964241,618358,74963999,74964018,9.85e-06,-,1,634,Intron,74964008
chr18,75479018,75479350,618520,75479192,75479211,4e-06,-,1,660,Distal,75479201
chr18,75727471,75727818,618580,75727635,75727654,2.68e-06,-,1,649,Distal,75727644
chr18,76256930,76257280,618679,76257083,76257102,3.51e-07,-,1,633,Distal,76257092
chr18,76349078,76349674,618705,76349255,76349274,5.92e-07,-,1,748,Distal,76349264
chr18,76398921,76399209,618726,76399082,76399101,3.06e-07,+,1,760,Intron,76399091
chr18,76405899,76406401,618727,76406196,76406215,3.43e-08,+,3,690,Intron,76406205
chr18,76426752,76427138,618736,76426891,76426910,4.58e-06,-,1,707,Intron,76426900
chr18,76686734,76687068,618841,76686893,76686912,3.96e-06,-,1,707,Distal,76686902
chr18,76709769,76710169,618845,76709965,76709984,2.9e-08,-,2,752,Distal,76709974
chr18,76801989,76802368,618873,76802194,76802213,8.17e-07,+,1,717,Intron,76802203
chr18,76803687,76804056,618874,76803925,76803944,6.11e-07,+,1,739,Intron,76803934
chr18,76875144,76875734,618901,76875531,76875550,5.12e-08,+,2,713,Exon,76875540
chr18,76922068,76922453,618914,76922286,76922305,5.25e-07,+,1,648,Intron,76922295
chr18,76983326,76983613,618936,76983468,76983487,3.34e-08,-,1,758,Intron,76983477
chr18,77000426,77000769,618939,77000619,77000638,2.97e-06,+,1,758,Intron,77000628
chr18,77054906,77055253,618956,77055121,77055140,2.26e-05,-,1,638,Intron,77055130
chr18,77059576,77059937,618957,77059713,77059732,1.72e-08,-,2,627,Intron,77059722
chr18,77207481,77207819,619037,N,N,N,N,N,648,Distal,77207650
chr18,77211877,77212282,619038,77212032,77212051,9.17e-07,-,1,683,Distal,77212041
chr18,77650829,77651154,619144,77650969,77650988,9.53e-09,-,2,720,Distal,77650978
chr18,77899867,77900409,619199,77900280,77900299,1.49e-07,+,2,686,Distal,77900289
chr18,78875550,78875933,619421,78875682,78875701,5.88e-06,+,1,631,Distal,78875691
chr18,79246549,79246918,619507,79246694,79246713,8.29e-08,-,1,742,Intron,79246703
chr18,79378928,79379382,619541,79379143,79379162,2.53e-06,+,2,721,Distal,79379152
chr18,79380877,79381191,619542,79380999,79381018,2.05e-06,+,1,749,Distal,79381008
chr18,79528801,79529102,619605,79528944,79528963,6.33e-05,-,1,743,Exon,79528953
chr18,80034195,80034894,619767,80034686,80034705,1.54e-05,+,3,646,Promoter,80034695
chr18,80157783,80158065,619798,80157921,80157940,4.9e-08,+,2,743,Exon,80157930
chr18,80171109,80171540,619801,80171393,80171412,7.63e-10,+,1,747,Exon,80171402
chr18,80257858,80258255,619837,80257990,80258009,1.5e-06,-,1,735,Distal,80257999
chr19,246766,247479,619850,246899,246918,4.08e-09,-,12,743,Distal,246908
chr19,267044,267847,619853,267539,267558,3.51e-07,-,1,740,Distal,267548
chr19,295184,295730,619861,295315,295334,1.59e-08,-,2,708,Distal,295324
chr19,480146,480723,619951,480347,480366,2.81e-06,-,3,646,Distal,480356
chr19,495608,495968,619958,495747,495766,1.8e-05,+,1,722,Promoter,495756
chr19,506737,507042,619959,506861,506880,1.31e-06,-,2,752,Promoter,506870
chr19,510625,510964,619961,510762,510781,4.2e-08,-,2,755,Intron,510771
chr19,532747,533361,619971,532981,533000,2.78e-06,-,1,689,Promoter,532990
chr19,584396,584844,619990,584550,584569,1.09e-07,+,2,746,Distal,584559
chr19,588005,588419,619991,588262,588281,4.3e-05,+,1,628,Promoter,588271
chr19,664920,665192,620021,665036,665055,1.34e-06,+,1,753,Promoter,665045
chr19,680246,680649,620026,680397,680416,4.62e-05,-,1,634,Exon,680406
chr19,734085,734354,620049,734225,734244,2.23e-07,-,1,757,Intron,734234
chr19,737685,738103,620050,737931,737950,7.69e-06,-,2,632,Intron,737940
chr19,770299,770564,620058,770417,770436,2.47e-09,+,1,756,Distal,770426
chr19,921502,922084,620124,921791,921810,1.96e-08,-,2,742,Distal,921800
